batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city,route_id,distance_km,estimated_time_hours,route_type,current_freshness,days_in_storage,temperature,humidity,delay_factor,congestion_level,demand_score,shelf_life_days,days_used,days_remaining,expiry_urgency,spoilage_risk,priority_score
B-2140,Milk,Chilled,B,2026-02-08,2026-02-15,400,Refrigerated,Phoenix,R-2140,148,2.64,direct,56.6,9,23.6,45.7,1.8536,Medium,44,7,9,-2,1,High,3.3
B-2141,Milk,Chilled,C,2026-02-03,2026-02-10,315,Refrigerated,Houston,R-2141,48,1.02,direct,91.4,1,20.1,47.1,1.7380000000000002,Medium,74,7,1,6,0,High,5.7
B-2142,Tomato,Fresh,C,2026-02-09,2026-02-23,425,Ambient,Los Angeles,R-2142,159,3.06,warehouse,74.6,5,18.3,68.9,1.686,Medium,77,14,5,9,0,Medium,5.2
B-2143,Milk,Chilled,A,2026-02-03,2026-02-10,258,Refrigerated,Chicago,R-2143,485,6.06,direct,53.6,6,17.2,44.7,1.7147999999999999,Medium,42,7,6,1,1,High,2.8
B-2144,Tomato,Fresh,B,2026-02-08,2026-02-22,173,Ambient,Houston,R-2144,289,4.13,warehouse,93.6,1,19.9,68.3,1.7380000000000002,Medium,83,14,1,13,0,Medium,5.8
B-2145,Milk,Chilled,A,2026-02-09,2026-02-16,230,Refrigerated,New York,R-2145,26,0.6,warehouse,74.0,5,21.0,82.0,1.565,High,77,7,5,2,1,High,5.3
B-2146,Fish,Chilled,A,2026-02-09,2026-02-14,217,Refrigerated,Phoenix,R-2146,441,7.74,direct,74.1,3,9.7,39.6,1.8536,Medium,66,5,3,2,1,Medium,4.4
B-2147,Onion,Fresh,A,2026-01-31,2026-02-14,322,Ambient,Phoenix,R-2147,357,4.64,direct,74.5,4,21.1,85.2,1.8536,Medium,99,14,4,10,0,Medium,5.8
B-2148,Meat,Chilled,B,2026-02-08,2026-02-13,464,Refrigerated,Phoenix,R-2148,427,5.77,warehouse,70.0,5,7.0,44.5,1.8536,Medium,81,5,5,0,1,Medium,4.9
B-2149,Milk,Chilled,B,2026-02-04,2026-02-11,358,Refrigerated,Chicago,R-2149,442,7.75,direct,24.9,9,20.9,43.7,1.7147999999999999,Medium,42,7,9,-2,1,High,2.0
B-2150,Onion,Fresh,A,2026-02-08,2026-02-22,178,Ambient,Chicago,R-2150,261,3.95,warehouse,88.4,5,12.3,34.3,1.7147999999999999,Medium,55,14,5,9,0,Medium,4.6
B-2151,Onion,Fresh,A,2026-02-07,2026-02-21,89,Ambient,New York,R-2151,335,5.0,direct,90.0,1,16.9,71.8,1.565,High,69,14,1,13,0,Medium,5.1
B-2152,Fish,Chilled,C,2026-02-07,2026-02-12,228,Refrigerated,Chicago,R-2152,68,1.19,direct,27.1,10,16.4,35.0,1.7147999999999999,Medium,52,5,10,-5,1,High,2.8
B-2153,Fish,Chilled,C,2026-02-02,2026-02-07,310,Refrigerated,Los Angeles,R-2153,272,4.0,direct,97.1,1,20.8,50.8,1.686,Medium,46,5,1,4,0,High,4.5
B-2154,Onion,Fresh,A,2026-02-09,2026-02-23,213,Ambient,Los Angeles,R-2154,196,3.44,direct,100.0,0,15.0,80.8,1.686,Medium,60,14,0,14,0,Medium,5.2
B-2155,Onion,Fresh,C,2026-02-03,2026-02-17,490,Ambient,New York,R-2155,409,5.24,warehouse,75.1,3,16.3,88.6,1.565,High,69,14,3,11,0,Medium,4.6
B-2156,Meat,Chilled,A,2026-02-05,2026-02-10,495,Refrigerated,Los Angeles,R-2156,56,0.93,direct,68.6,10,21.3,58.5,1.686,Medium,41,5,10,-5,1,High,3.6
B-2157,Fish,Chilled,B,2026-02-08,2026-02-13,246,Refrigerated,New York,R-2157,390,6.0,direct,92.6,1,18.9,45.5,1.565,High,88,5,1,4,0,High,5.9
B-2158,Fish,Chilled,C,2026-02-04,2026-02-09,154,Refrigerated,Chicago,R-2158,281,4.32,direct,78.4,9,20.3,58.0,1.7147999999999999,Medium,52,5,9,-4,1,High,4.2
B-2159,Meat,Chilled,B,2026-02-08,2026-02-13,442,Refrigerated,Phoenix,R-2159,315,4.7,direct,79.4,8,3.8,62.4,1.8536,Medium,81,5,8,-3,1,Medium,5.3
B-2160,Fish,Chilled,A,2026-02-01,2026-02-06,466,Refrigerated,Phoenix,R-2160,481,7.07,direct,64.7,6,12.3,80.0,1.8536,Medium,66,5,6,-1,1,High,4.1
B-2161,Onion,Fresh,A,2026-02-09,2026-02-23,401,Ambient,Houston,R-2161,28,0.46,direct,44.1,8,6.4,35.2,1.7380000000000002,Medium,84,14,8,6,0,High,4.7
B-2162,Tomato,Fresh,C,2026-02-05,2026-02-19,166,Ambient,Houston,R-2162,150,2.88,warehouse,10.7,9,11.2,59.5,1.7380000000000002,Medium,83,14,9,5,0,High,3.5
B-2163,Milk,Chilled,B,2026-02-03,2026-02-10,199,Refrigerated,Phoenix,R-2163,13,0.19,direct,96.6,1,12.9,59.9,1.8536,Medium,44,7,1,6,0,High,4.6
B-2164,Tomato,Fresh,A,2026-02-05,2026-02-19,438,Ambient,Chicago,R-2164,187,4.56,direct,54.0,8,8.0,41.5,1.7147999999999999,Medium,72,14,8,6,0,Medium,4.3
B-2165,Meat,Chilled,A,2026-02-09,2026-02-14,333,Refrigerated,New York,R-2165,487,10.59,warehouse,79.3,5,22.7,85.4,1.565,High,66,5,5,0,1,High,4.5
B-2166,Meat,Chilled,C,2026-02-09,2026-02-14,410,Refrigerated,New York,R-2166,199,4.97,direct,63.6,4,24.2,50.7,1.565,High,66,5,4,1,1,High,4.3
B-2167,Tomato,Fresh,A,2026-02-09,2026-02-23,264,Ambient,Chicago,R-2167,484,9.49,direct,77.9,5,20.9,69.9,1.7147999999999999,Medium,72,14,5,9,0,Medium,4.7
B-2168,Fish,Chilled,B,2026-02-07,2026-02-12,477,Refrigerated,Los Angeles,R-2168,248,3.22,warehouse,78.5,7,10.8,75.5,1.686,Medium,46,5,7,-2,1,Medium,3.9
B-2169,Onion,Fresh,A,2026-02-03,2026-02-17,495,Ambient,Los Angeles,R-2169,472,7.26,warehouse,87.1,3,21.0,40.2,1.686,Medium,60,14,3,11,0,Medium,4.5
B-2170,Meat,Chilled,A,2026-02-06,2026-02-11,335,Refrigerated,Los Angeles,R-2170,397,5.93,direct,75.0,7,20.3,30.2,1.686,Medium,41,5,7,-2,1,High,3.5
B-2171,Meat,Chilled,B,2026-01-31,2026-02-05,357,Refrigerated,Houston,R-2171,336,4.2,warehouse,100.0,0,16.5,75.0,1.7380000000000002,Medium,90,5,0,5,0,High,6.3
B-2172,Meat,Chilled,C,2026-02-05,2026-02-10,146,Refrigerated,Houston,R-2172,145,2.27,warehouse,54.8,7,21.3,74.3,1.7380000000000002,Medium,90,5,7,-2,1,High,5.1
B-2173,Tomato,Fresh,C,2026-02-03,2026-02-17,103,Ambient,New York,R-2173,435,5.51,direct,73.2,5,6.6,42.5,1.565,High,99,14,5,9,0,Medium,5.7
B-2174,Onion,Fresh,B,2026-02-03,2026-02-17,65,Ambient,Phoenix,R-2174,328,5.38,direct,89.4,2,17.4,47.3,1.8536,Medium,99,14,2,12,0,Medium,6.3
B-2175,Milk,Chilled,A,2026-02-05,2026-02-12,131,Refrigerated,Chicago,R-2175,68,0.94,direct,76.5,8,18.3,68.9,1.7147999999999999,Medium,42,7,8,-1,1,High,3.9
B-2176,Fish,Chilled,B,2026-01-31,2026-02-05,352,Refrigerated,Houston,R-2176,24,0.59,warehouse,65.1,9,2.6,50.6,1.7380000000000002,Medium,77,5,9,-4,1,Medium,5.0
B-2177,Milk,Chilled,A,2026-02-06,2026-02-13,220,Refrigerated,New York,R-2177,171,4.28,warehouse,68.4,8,3.7,79.2,1.565,High,77,7,8,-1,1,Medium,5.0
B-2178,Meat,Chilled,C,2026-02-04,2026-02-09,103,Refrigerated,New York,R-2178,97,1.67,direct,76.8,6,10.2,46.9,1.565,High,66,5,6,-1,1,Medium,4.8
B-2179,Meat,Chilled,B,2026-02-07,2026-02-12,411,Refrigerated,New York,R-2179,483,6.19,direct,65.6,4,14.1,34.0,1.565,High,66,5,4,1,1,High,4.1
B-2180,Milk,Chilled,C,2026-02-01,2026-02-08,272,Refrigerated,Chicago,R-2180,398,8.84,direct,55.2,8,17.4,80.3,1.7147999999999999,Medium,42,7,8,-1,1,High,2.9
B-2181,Tomato,Fresh,A,2026-02-02,2026-02-16,485,Ambient,Chicago,R-2181,406,5.56,direct,85.1,7,23.6,76.4,1.7147999999999999,Medium,72,14,7,7,0,Medium,5.0
B-2182,Onion,Fresh,A,2026-02-03,2026-02-17,144,Ambient,Houston,R-2182,136,2.0,direct,80.0,4,2.9,60.2,1.7380000000000002,Medium,84,14,4,10,0,Medium,5.6
B-2183,Milk,Chilled,A,2026-02-04,2026-02-11,162,Refrigerated,Los Angeles,R-2183,259,3.32,warehouse,85.3,3,19.8,51.0,1.686,Medium,56,7,3,4,0,High,4.5
B-2184,Meat,Chilled,C,2026-02-02,2026-02-07,80,Refrigerated,Houston,R-2184,286,5.61,warehouse,62.9,5,16.0,65.4,1.7380000000000002,Medium,90,5,5,0,1,High,5.2
B-2185,Milk,Chilled,B,2026-01-31,2026-02-07,57,Refrigerated,Chicago,R-2185,278,3.48,direct,91.3,1,6.2,49.5,1.7147999999999999,Medium,42,7,1,6,0,Medium,4.1
B-2186,Milk,Chilled,B,2026-02-02,2026-02-09,358,Refrigerated,New York,R-2186,119,2.25,direct,27.2,9,12.7,74.9,1.565,High,77,7,9,-2,1,High,3.8
B-2187,Fish,Chilled,A,2026-02-08,2026-02-13,208,Refrigerated,Houston,R-2187,216,3.0,direct,79.4,9,12.3,51.1,1.7380000000000002,Medium,77,5,9,-4,1,High,5.2
B-2188,Onion,Fresh,B,2026-02-04,2026-02-18,222,Ambient,Los Angeles,R-2188,344,5.46,warehouse,46.1,9,20.1,33.8,1.686,Medium,60,14,9,5,0,High,3.4
B-2189,Onion,Fresh,A,2026-02-02,2026-02-16,276,Ambient,Houston,R-2189,237,5.39,warehouse,15.6,10,17.7,81.7,1.7380000000000002,Medium,84,14,10,4,0,High,3.6
B-2190,Tomato,Fresh,C,2026-02-02,2026-02-16,54,Ambient,Chicago,R-2190,306,6.24,warehouse,100.0,0,4.4,75.9,1.7147999999999999,Medium,72,14,0,14,0,Medium,5.6
B-2191,Onion,Fresh,C,2026-02-06,2026-02-20,361,Ambient,New York,R-2191,65,1.1,direct,74.8,4,12.9,58.5,1.565,High,69,14,4,10,0,Medium,4.9
B-2192,Fish,Chilled,C,2026-02-06,2026-02-11,216,Refrigerated,Chicago,R-2192,175,3.43,warehouse,37.3,9,19.8,54.8,1.7147999999999999,Medium,52,5,9,-4,1,High,3.0
B-2193,Onion,Fresh,C,2026-02-09,2026-02-23,90,Ambient,Houston,R-2193,398,6.75,warehouse,87.0,3,8.8,34.9,1.7380000000000002,Medium,84,14,3,11,0,Medium,5.6
B-2194,Tomato,Fresh,A,2026-01-31,2026-02-14,64,Ambient,Los Angeles,R-2194,72,1.24,warehouse,100.0,0,11.7,47.3,1.686,Medium,77,14,0,14,0,Medium,6.0
B-2195,Meat,Chilled,A,2026-02-07,2026-02-12,411,Refrigerated,New York,R-2195,162,2.31,direct,71.1,10,21.3,32.0,1.565,High,66,5,10,-5,1,High,4.6
B-2196,Onion,Fresh,A,2026-02-04,2026-02-18,166,Ambient,Houston,R-2196,467,6.67,warehouse,84.0,3,16.2,52.6,1.7380000000000002,Medium,84,14,3,11,0,Medium,5.4
B-2197,Fish,Chilled,B,2026-02-02,2026-02-07,71,Refrigerated,Phoenix,R-2197,140,2.19,warehouse,93.8,1,18.3,35.2,1.8536,Medium,66,5,1,4,0,High,5.3
B-2198,Tomato,Fresh,B,2026-02-06,2026-02-20,129,Ambient,Los Angeles,R-2198,66,1.27,direct,97.8,1,4.2,89.2,1.686,Medium,77,14,1,13,0,Medium,5.9
B-2199,Milk,Chilled,C,2026-02-02,2026-02-09,478,Refrigerated,Los Angeles,R-2199,300,5.66,direct,78.8,4,20.8,70.8,1.686,Medium,56,7,4,3,0,High,4.3
B-2200,Onion,Fresh,C,2026-02-05,2026-02-19,387,Ambient,Chicago,R-2200,200,3.03,warehouse,92.7,2,2.8,52.1,1.7147999999999999,Medium,55,14,2,12,0,Medium,4.8
B-2201,Tomato,Fresh,B,2026-02-08,2026-02-22,185,Ambient,Houston,R-2201,139,2.53,direct,25.3,8,15.3,57.6,1.7380000000000002,Medium,83,14,8,6,0,High,3.9
B-2202,Tomato,Fresh,C,2026-02-08,2026-02-22,345,Ambient,Houston,R-2202,389,6.08,direct,90.6,2,14.4,81.2,1.7380000000000002,Medium,83,14,2,12,0,Medium,5.6
B-2203,Tomato,Fresh,C,2026-02-03,2026-02-17,154,Ambient,Chicago,R-2203,168,2.62,direct,59.8,5,14.0,66.6,1.7147999999999999,Medium,72,14,5,9,0,Medium,4.5
B-2204,Milk,Chilled,A,2026-02-01,2026-02-08,463,Refrigerated,Houston,R-2204,262,3.54,warehouse,91.6,1,10.1,78.1,1.7380000000000002,Medium,74,7,1,6,0,Medium,5.4
B-2205,Milk,Chilled,C,2026-02-05,2026-02-12,429,Refrigerated,Phoenix,R-2205,476,9.71,direct,100.0,0,20.5,57.1,1.8536,Medium,44,7,0,7,0,High,4.3
B-2206,Fish,Chilled,C,2026-02-05,2026-02-10,159,Refrigerated,Houston,R-2206,355,5.92,direct,77.6,10,3.2,34.9,1.7380000000000002,Medium,77,5,10,-5,1,Medium,5.1
B-2207,Meat,Chilled,A,2026-02-08,2026-02-13,432,Refrigerated,Phoenix,R-2207,205,2.93,warehouse,96.8,1,9.1,77.4,1.8536,Medium,81,5,1,4,0,Medium,5.9
B-2208,Milk,Chilled,B,2026-02-02,2026-02-09,437,Refrigerated,Houston,R-2208,298,3.77,warehouse,100.0,0,4.3,45.3,1.7380000000000002,Medium,74,7,0,7,0,Medium,5.7
B-2209,Milk,Chilled,B,2026-02-05,2026-02-12,257,Refrigerated,Phoenix,R-2209,340,4.3,warehouse,58.7,5,4.5,60.2,1.8536,Medium,44,7,5,2,1,Medium,3.2
B-2210,Tomato,Fresh,B,2026-02-07,2026-02-21,418,Ambient,Houston,R-2210,327,6.17,direct,56.1,5,14.1,52.5,1.7380000000000002,Medium,83,14,5,9,0,Medium,4.7
B-2211,Tomato,Fresh,B,2026-02-02,2026-02-16,89,Ambient,New York,R-2211,385,8.19,direct,59.0,7,16.7,83.0,1.565,High,99,14,7,7,0,Medium,5.3
B-2212,Onion,Fresh,A,2026-02-03,2026-02-17,360,Ambient,New York,R-2212,49,0.91,warehouse,52.8,7,13.5,37.5,1.565,High,69,14,7,7,0,Medium,4.3
B-2213,Onion,Fresh,A,2026-02-03,2026-02-17,453,Ambient,Phoenix,R-2213,298,4.58,direct,64.3,9,8.4,60.1,1.8536,Medium,99,14,9,5,0,Medium,5.6
B-2214,Fish,Chilled,A,2026-01-31,2026-02-05,348,Refrigerated,Phoenix,R-2214,368,8.18,warehouse,75.7,6,23.2,88.6,1.8536,Medium,66,5,6,-1,1,High,4.5
B-2215,Meat,Chilled,B,2026-02-02,2026-02-07,310,Refrigerated,Los Angeles,R-2215,299,3.88,warehouse,63.2,5,14.9,51.3,1.686,Medium,41,5,5,0,1,High,3.2
B-2216,Milk,Chilled,B,2026-02-09,2026-02-16,348,Refrigerated,Los Angeles,R-2216,159,2.27,direct,79.8,4,13.5,63.2,1.686,Medium,56,7,4,3,0,High,4.5
B-2217,Meat,Chilled,C,2026-02-04,2026-02-09,421,Refrigerated,Phoenix,R-2217,50,1.0,warehouse,60.4,6,4.6,75.7,1.8536,Medium,81,5,6,-1,1,Medium,5.0
B-2218,Milk,Chilled,A,2026-01-31,2026-02-07,405,Refrigerated,New York,R-2218,331,7.88,direct,94.8,2,14.0,34.4,1.565,High,77,7,2,5,0,High,5.6
B-2219,Milk,Chilled,C,2026-02-03,2026-02-10,76,Refrigerated,New York,R-2219,297,7.24,direct,95.8,2,4.1,84.5,1.565,High,77,7,2,5,0,Medium,5.7
B-2220,Onion,Fresh,C,2026-02-09,2026-02-23,375,Ambient,Houston,R-2220,290,6.17,direct,46.3,9,24.5,53.1,1.7380000000000002,Medium,84,14,9,5,0,High,4.5
B-2221,Fish,Chilled,B,2026-02-07,2026-02-12,489,Refrigerated,New York,R-2221,380,5.14,direct,100.0,0,16.5,58.9,1.565,High,88,5,0,5,0,High,6.1
B-2222,Meat,Chilled,C,2026-02-09,2026-02-14,280,Refrigerated,Houston,R-2222,247,3.29,direct,31.2,7,14.0,77.6,1.7380000000000002,Medium,90,5,7,-2,1,High,4.3
B-2223,Milk,Chilled,C,2026-02-04,2026-02-11,55,Refrigerated,Houston,R-2223,202,3.11,direct,100.0,0,7.2,70.5,1.7380000000000002,Medium,74,7,0,7,0,Medium,5.8
B-2224,Onion,Fresh,A,2026-02-02,2026-02-16,104,Ambient,New York,R-2224,128,1.83,warehouse,43.9,9,23.3,53.8,1.565,High,69,14,9,5,0,High,3.9
B-2225,Milk,Chilled,C,2026-02-05,2026-02-12,479,Refrigerated,New York,R-2225,353,6.92,direct,91.3,1,17.3,60.4,1.565,High,77,7,1,6,0,High,5.5
B-2226,Meat,Chilled,C,2026-02-03,2026-02-08,172,Refrigerated,Phoenix,R-2226,445,9.67,warehouse,53.1,6,9.9,89.3,1.8536,Medium,81,5,6,-1,1,Medium,4.4
B-2227,Fish,Chilled,B,2026-02-05,2026-02-10,445,Refrigerated,Los Angeles,R-2227,195,2.53,direct,82.0,3,18.0,55.5,1.686,Medium,46,5,3,2,1,High,4.1
B-2228,Tomato,Fresh,A,2026-02-06,2026-02-20,193,Ambient,New York,R-2228,72,0.95,direct,42.8,8,9.8,33.6,1.565,High,99,14,8,6,0,High,5.2
B-2229,Milk,Chilled,C,2026-02-08,2026-02-15,329,Refrigerated,Los Angeles,R-2229,409,5.53,direct,80.9,7,6.0,53.4,1.686,Medium,56,7,7,0,1,Medium,4.3
B-2230,Onion,Fresh,A,2026-02-01,2026-02-15,115,Ambient,Chicago,R-2230,388,9.7,warehouse,92.9,1,12.2,55.8,1.7147999999999999,Medium,55,14,1,13,0,Medium,4.6
B-2231,Meat,Chilled,C,2026-02-06,2026-02-11,92,Refrigerated,Chicago,R-2231,76,1.17,warehouse,61.6,5,18.5,46.1,1.7147999999999999,Medium,91,5,5,0,1,High,5.4
B-2232,Fish,Chilled,A,2026-02-04,2026-02-09,244,Refrigerated,New York,R-2232,228,4.3,direct,89.9,5,23.3,57.8,1.565,High,88,5,5,0,1,High,6.0
B-2233,Tomato,Fresh,B,2026-02-09,2026-02-23,89,Ambient,Los Angeles,R-2233,311,4.38,direct,74.5,10,8.5,60.6,1.686,Medium,77,14,10,4,0,Medium,5.0
B-2234,Fish,Chilled,A,2026-02-09,2026-02-14,113,Refrigerated,Phoenix,R-2234,182,2.3,warehouse,93.0,1,23.3,44.8,1.8536,Medium,66,5,1,4,0,High,5.2
B-2235,Fish,Chilled,B,2026-02-03,2026-02-08,352,Refrigerated,Chicago,R-2235,389,7.78,warehouse,78.0,3,22.5,86.7,1.7147999999999999,Medium,52,5,3,2,1,High,4.0
B-2236,Milk,Chilled,C,2026-02-09,2026-02-16,493,Refrigerated,Houston,R-2236,37,0.58,direct,86.3,5,19.1,36.0,1.7380000000000002,Medium,74,7,5,2,1,High,5.5
B-2237,Meat,Chilled,A,2026-02-03,2026-02-08,484,Refrigerated,New York,R-2237,204,2.72,direct,78.3,5,23.5,73.2,1.565,High,66,5,5,0,1,High,4.8
B-2238,Milk,Chilled,C,2026-02-09,2026-02-16,488,Refrigerated,Chicago,R-2238,235,4.05,warehouse,90.8,1,17.1,73.8,1.7147999999999999,Medium,42,7,1,6,0,High,4.2
B-2239,Onion,Fresh,A,2026-02-09,2026-02-23,66,Ambient,Phoenix,R-2239,221,4.09,warehouse,83.2,3,8.9,68.2,1.8536,Medium,99,14,3,11,0,Medium,6.2
B-2240,Onion,Fresh,B,2026-02-08,2026-02-22,173,Ambient,New York,R-2240,466,6.85,warehouse,61.0,6,22.2,41.2,1.565,High,69,14,6,8,0,Medium,4.1
B-2241,Fish,Chilled,A,2026-02-07,2026-02-12,235,Refrigerated,Houston,R-2241,452,11.02,direct,86.3,3,22.1,40.4,1.7380000000000002,Medium,77,5,3,2,1,High,5.2
B-2242,Tomato,Fresh,A,2026-02-07,2026-02-21,355,Ambient,Phoenix,R-2242,75,1.17,warehouse,42.9,9,10.8,47.6,1.8536,Medium,95,14,9,5,0,High,5.0
B-2243,Meat,Chilled,A,2026-02-01,2026-02-06,94,Refrigerated,Phoenix,R-2243,150,2.46,warehouse,89.7,2,13.4,73.3,1.8536,Medium,81,5,2,3,0,High,5.8
B-2244,Meat,Chilled,B,2026-02-03,2026-02-08,291,Refrigerated,New York,R-2244,231,4.81,direct,97.5,1,13.5,38.1,1.565,High,66,5,1,4,0,High,5.3
B-2245,Milk,Chilled,A,2026-02-06,2026-02-13,246,Refrigerated,Houston,R-2245,283,4.29,direct,96.7,1,14.9,49.7,1.7380000000000002,Medium,74,7,1,6,0,High,5.6
B-2246,Fish,Chilled,B,2026-01-31,2026-02-05,81,Refrigerated,New York,R-2246,290,4.33,direct,63.6,8,13.9,38.2,1.565,High,88,5,8,-3,1,High,5.1
B-2247,Meat,Chilled,B,2026-02-04,2026-02-09,397,Refrigerated,Houston,R-2247,334,5.96,direct,57.0,6,17.3,51.5,1.7380000000000002,Medium,90,5,6,-1,1,High,5.0
B-2248,Milk,Chilled,A,2026-02-06,2026-02-13,77,Refrigerated,Houston,R-2248,202,3.61,warehouse,91.1,1,8.2,63.4,1.7380000000000002,Medium,74,7,1,6,0,Medium,5.5
B-2249,Tomato,Fresh,C,2026-02-03,2026-02-17,407,Ambient,Phoenix,R-2249,247,3.48,warehouse,93.5,1,7.7,84.5,1.8536,Medium,95,14,1,13,0,Medium,6.4
B-2250,Meat,Chilled,C,2026-02-04,2026-02-09,206,Refrigerated,Chicago,R-2250,169,2.64,direct,81.3,2,7.8,42.1,1.7147999999999999,Medium,91,5,2,3,0,Medium,5.9
B-2251,Onion,Fresh,C,2026-02-05,2026-02-19,106,Ambient,Chicago,R-2251,387,7.04,warehouse,89.7,2,11.8,49.4,1.7147999999999999,Medium,55,14,2,12,0,Medium,4.5
B-2252,Fish,Chilled,C,2026-02-03,2026-02-08,198,Refrigerated,Houston,R-2252,255,3.45,warehouse,67.1,4,21.7,36.1,1.7380000000000002,Medium,77,5,4,1,1,High,4.8
B-2253,Onion,Fresh,C,2026-02-05,2026-02-19,237,Ambient,Chicago,R-2253,426,8.88,direct,95.3,1,14.5,78.7,1.7147999999999999,Medium,55,14,1,13,0,Medium,4.6
B-2254,Tomato,Fresh,B,2026-02-03,2026-02-17,301,Ambient,Chicago,R-2254,367,4.65,direct,89.5,4,7.0,51.1,1.7147999999999999,Medium,72,14,4,10,0,Medium,5.2
B-2255,Milk,Chilled,A,2026-02-01,2026-02-08,205,Refrigerated,Phoenix,R-2255,308,4.6,warehouse,96.2,1,3.6,84.4,1.8536,Medium,44,7,1,6,0,Medium,4.3
B-2256,Fish,Chilled,B,2026-02-05,2026-02-10,188,Refrigerated,Phoenix,R-2256,171,2.48,warehouse,27.7,8,3.8,44.6,1.8536,Medium,66,5,8,-3,1,High,3.3
B-2257,Tomato,Fresh,C,2026-02-05,2026-02-19,496,Ambient,Los Angeles,R-2257,111,2.47,warehouse,90.0,1,20.8,66.2,1.686,Medium,77,14,1,13,0,Medium,5.7
B-2258,Milk,Chilled,A,2026-02-06,2026-02-13,285,Refrigerated,New York,R-2258,427,5.34,direct,93.9,1,14.2,48.0,1.565,High,77,7,1,6,0,High,5.5
B-2259,Fish,Chilled,B,2026-02-06,2026-02-11,104,Refrigerated,Houston,R-2259,84,1.58,direct,18.8,9,11.0,52.3,1.7380000000000002,Medium,77,5,9,-4,1,High,3.6
B-2260,Tomato,Fresh,A,2026-02-04,2026-02-18,294,Ambient,Phoenix,R-2260,46,0.69,warehouse,56.3,6,10.6,54.7,1.8536,Medium,95,14,6,8,0,Medium,5.4
B-2261,Onion,Fresh,C,2026-02-05,2026-02-19,202,Ambient,Houston,R-2261,279,4.16,direct,95.6,1,10.3,88.6,1.7380000000000002,Medium,84,14,1,13,0,Medium,5.9
B-2262,Onion,Fresh,A,2026-02-07,2026-02-21,254,Ambient,Los Angeles,R-2262,25,0.49,direct,71.6,8,10.8,68.0,1.686,Medium,60,14,8,6,0,Medium,4.5
B-2263,Tomato,Fresh,A,2026-02-04,2026-02-18,207,Ambient,New York,R-2263,340,8.1,direct,93.7,1,12.0,69.0,1.565,High,99,14,1,13,0,Medium,6.4
B-2264,Tomato,Fresh,C,2026-02-06,2026-02-20,388,Ambient,Chicago,R-2264,458,9.74,warehouse,87.7,2,15.1,33.9,1.7147999999999999,Medium,72,14,2,12,0,Medium,5.1
B-2265,Onion,Fresh,B,2026-02-09,2026-02-23,236,Ambient,Los Angeles,R-2265,361,6.45,direct,55.9,5,9.6,81.5,1.686,Medium,60,14,5,9,0,Medium,3.7
B-2266,Fish,Chilled,A,2026-02-07,2026-02-12,52,Refrigerated,Chicago,R-2266,234,3.9,warehouse,100.0,0,11.1,66.6,1.7147999999999999,Medium,52,5,0,5,0,High,4.8
B-2267,Meat,Chilled,B,2026-02-03,2026-02-08,184,Refrigerated,Chicago,R-2267,164,2.98,direct,41.3,8,4.2,43.9,1.7147999999999999,Medium,91,5,8,-3,1,High,4.7
B-2268,Meat,Chilled,A,2026-01-31,2026-02-05,498,Refrigerated,Phoenix,R-2268,149,2.57,direct,90.9,4,4.3,86.1,1.8536,Medium,81,5,4,1,1,Medium,5.8
B-2269,Milk,Chilled,C,2026-02-05,2026-02-12,465,Refrigerated,New York,R-2269,289,6.42,warehouse,38.3,8,13.3,77.0,1.565,High,77,7,8,-1,1,High,3.9
B-2270,Meat,Chilled,B,2026-02-04,2026-02-09,396,Refrigerated,Phoenix,R-2270,204,4.25,warehouse,60.4,6,12.2,63.5,1.8536,Medium,81,5,6,-1,1,High,4.8
B-2271,Tomato,Fresh,B,2026-01-31,2026-02-14,144,Ambient,New York,R-2271,231,3.45,direct,54.5,8,13.3,37.9,1.565,High,99,14,8,6,0,Medium,5.4
B-2272,Milk,Chilled,A,2026-02-05,2026-02-12,170,Refrigerated,Los Angeles,R-2272,212,4.51,warehouse,82.1,2,24.8,83.9,1.686,Medium,56,7,2,5,0,High,4.5
B-2273,Tomato,Fresh,C,2026-02-09,2026-02-23,362,Ambient,Los Angeles,R-2273,422,6.21,direct,61.5,4,7.2,55.0,1.686,Medium,77,14,4,10,0,Medium,4.5
B-2274,Fish,Chilled,B,2026-02-06,2026-02-11,353,Refrigerated,Los Angeles,R-2274,48,0.69,direct,100.0,0,18.4,75.7,1.686,Medium,46,5,0,5,0,High,4.8
B-2275,Onion,Fresh,C,2026-02-05,2026-02-19,50,Ambient,Houston,R-2275,250,4.81,warehouse,72.7,3,22.9,82.5,1.7380000000000002,Medium,84,14,3,11,0,Medium,5.3
B-2276,Meat,Chilled,C,2026-02-04,2026-02-09,254,Refrigerated,Houston,R-2276,351,5.85,direct,100.0,0,16.0,70.8,1.7380000000000002,Medium,90,5,0,5,0,High,6.2
B-2277,Onion,Fresh,B,2026-02-09,2026-02-23,387,Ambient,Houston,R-2277,211,5.02,warehouse,96.2,1,16.7,39.5,1.7380000000000002,Medium,84,14,1,13,0,Medium,6.0
B-2278,Onion,Fresh,B,2026-02-08,2026-02-22,95,Ambient,Houston,R-2278,312,6.5,direct,100.0,0,24.4,70.1,1.7380000000000002,Medium,84,14,0,14,0,Medium,6.0
